ERROR: system: AutoSpawner is already defined in that package
INFO: MineTweaker: Building registry
INFO: MineTweaker: Sucessfully built item registry
INFO: Adding command minetweaker
INFO: Adding minetweaker command mfr
<AdvancedMachines:blockAdvMachine>, §6Роторный дробитель
<minecraft:emerald>, Изумруд
<minecraft:emerald_block>, Изумрудный блок
<minecraft:emerald_ore>, Изумрудная руда
<minecraft:enchanted_book>, Зачарованная книга
<minecraft:enchanting_table>, Стол зачарований
<minecraft:end_portal>, Relocator Portal
<minecraft:end_portal_frame>, Портал в Энд
<minecraft:end_stone>, Эндерняк
<minecraft:ender_chest>, Сундук Эндера
<minecraft:ender_eye>, Око Эндера
<minecraft:ender_pearl>, Жемчуг Эндера
<minecraft:experience_bottle>, Пузырёк опыта
<minecraft:farmland>, Пашня
<minecraft:feather>, Перо
<minecraft:fence>, Забор
<minecraft:fence_gate>, Калитка
<minecraft:fermented_spider_eye>, Маринованный паучий глаз
<minecraft:filled_map>, Карта
<minecraft:fire>, Огонь
<minecraft:fire_charge>, Огненный шар
<minecraft:firework_charge>, Звёздочка
<minecraft:fireworks>, Фейерверк
<minecraft:fish>, Сырая рыба
<minecraft:fishing_rod>, Удочка
<minecraft:flint>, Кремень
<minecraft:flint_and_steel>, Огниво
<minecraft:flower_pot>, Цветочный горшок
<minecraft:flowing_lava>, Лава
<minecraft:flowing_water>, Вода
<minecraft:furnace>, Печь
<minecraft:furnace_minecart>, Вагонетка с печью
<minecraft:ghast_tear>, Слеза Гаста
<minecraft:glass>, Стекло
<minecraft:glass_bottle>, Пузырёк
<minecraft:glass_pane>, Стеклянная панель
<minecraft:glowstone>, Светящийся камень
<minecraft:glowstone_dust>, Светящаяся пыль
<minecraft:gold_block>, Золотой блок
<minecraft:gold_ingot>, Золотой слиток
<minecraft:gold_nugget>, Золотой самородок
<minecraft:gold_ore>, Золотая руда
<minecraft:golden_apple>, Золотое яблоко
<minecraft:golden_axe>, Золотой топор
<minecraft:golden_boots>, Золотые ботинки
<minecraft:golden_carrot>, Золотая морковь
<minecraft:golden_chestplate>, Золотой нагрудник
<minecraft:golden_helmet>, Золотой шлем
<minecraft:golden_hoe>, Золотая мотыга
<minecraft:golden_horse_armor>, Золотая конская броня
<minecraft:golden_leggings>, Золотые поножи
<minecraft:golden_pickaxe>, Золотая кирка
<minecraft:golden_rail>, Ускоряющий путь
<minecraft:golden_shovel>, Золотая лопата
<minecraft:golden_sword>, Золотой меч
<minecraft:grass>, Блок травы
<minecraft:gravel>, Гравий
<minecraft:gunpowder>, Порох
<minecraft:hardened_clay>, Обожжёная глина
<minecraft:hay_block>, Сноп сена
<minecraft:heavy_weighted_pressure_plate>, Утяжелённая нажимная пластина (Тяжёлая)
<minecraft:hopper>, Воронка
<minecraft:hopper_minecart>, Вагонетка с воронкой
<minecraft:ice>, Лёд
<minecraft:iron_axe>, Железный топор
<minecraft:iron_bars>, Железные прутья
<minecraft:iron_block>, Железный блок
<minecraft:iron_boots>, Железные ботинки
<minecraft:iron_chestplate>, Железный нагрудник
<minecraft:iron_door>, Железная дверь
<minecraft:iron_helmet>, Железный шлем
<minecraft:iron_hoe>, Железная мотыга
<minecraft:iron_horse_armor>, Железная конская броня
<minecraft:iron_ingot>, Железный слиток
<minecraft:iron_leggings>, Железные поножи
<minecraft:iron_ore>, Железная руда
<minecraft:iron_pickaxe>, Железная кирка
<minecraft:iron_shovel>, Железная лопата
<minecraft:iron_sword>, Железный меч
<minecraft:item_frame>, Рамка
<minecraft:jukebox>, Проигрыватель
<minecraft:jungle_stairs>, Ступеньки из тропической древесины
<minecraft:ladder>, Лестница
<minecraft:lapis_block>, Блок лазурита
<minecraft:lapis_ore>, Лазуритовая руда
<minecraft:lava>, Лава
<minecraft:lava_bucket>, Ведро лавы
<minecraft:lead>, Поводок
<minecraft:leather>, Кожа
<minecraft:leather_boots>, Кожаные ботинки
<minecraft:leather_chestplate>, Кожаная куртка
<minecraft:leather_helmet>, Кожаный шлем
<minecraft:leather_leggings>, Кожаные штаны
<minecraft:leaves>, Дубовые листья
<minecraft:leaves2>, Листья акации
<minecraft:lever>, Рычаг
<minecraft:light_weighted_pressure_plate>, Утяжелённая нажимная пластина (Лёгкая)
<minecraft:lit_furnace>, Печь
<minecraft:lit_pumpkin>, Светильник Джека
<minecraft:log>, Дуб
<minecraft:log2>, Древесина акации
<minecraft:magma_cream>, Сгусток магмы
<minecraft:map>, Чистая карта
<minecraft:melon>, Арбуз
<minecraft:melon_block>, Арбуз
<minecraft:melon_seeds>, Семена арбуза
<minecraft:milk_bucket>, Ведро молока
<minecraft:minecart>, Вагонетка
<minecraft:mob_spawner>, Рассадник монстров
<minecraft:monster_egg>, Камень с монстрами
<minecraft:mossy_cobblestone>, Замшелый булыжник
<minecraft:mushroom_stew>, Тушеные грибы
<minecraft:mycelium>, Мицелий
<minecraft:name_tag>, Бирка
<minecraft:nether_brick>, Адские кирпичи
<minecraft:nether_brick_fence>, Адский забор
<minecraft:nether_brick_stairs>, Адские ступеньки
<minecraft:nether_star>, Адская звезда
<minecraft:nether_wart>, Адский нарост
<minecraft:netherbrick>, Адский кирпич
<minecraft:netherrack>, Адский камень
<minecraft:noteblock>, Нотный блок
<minecraft:oak_stairs>, Дубовые ступеньки
<minecraft:obsidian>, Обсидиан
<minecraft:packed_ice>, Плотный лёд
<minecraft:painting>, Картина
<minecraft:paper>, Бумага
<minecraft:piston>, Поршень
<minecraft:planks>, Дубовые доски
<minecraft:poisonous_potato>, Ядовитый картофель
<minecraft:porkchop>, Сырая свинина
<minecraft:portal>, Админиум-портал
<minecraft:potato>, Картофель
<minecraft:potatoes>, Картофель
<minecraft:potion>, Пузырёк воды
<minecraft:pumpkin>, Тыква
<minecraft:pumpkin_pie>, Тыквенный пирог
<minecraft:pumpkin_seeds>, Семена тыквы
<minecraft:quartz>, Кварц
<minecraft:quartz_block>, Кварцевый блок
<minecraft:quartz_ore>, Кварцевая руда
<minecraft:quartz_stairs>, Кварцевые ступеньки
<minecraft:rail>, Путь
<minecraft:record_11>, Пластинка
<minecraft:record_13>, Пластинка
<minecraft:record_blocks>, Пластинка
<minecraft:record_cat>, Пластинка
<minecraft:record_chirp>, Пластинка
<minecraft:record_far>, Пластинка
<minecraft:record_mall>, Пластинка
<minecraft:record_mellohi>, Пластинка
<minecraft:record_stal>, Пластинка
<minecraft:record_strad>, Пластинка
<minecraft:record_wait>, Пластинка
<minecraft:record_ward>, Пластинка
<minecraft:red_flower>, Мак
<minecraft:red_mushroom>, Гриб
<minecraft:red_mushroom_block>, Гриб
<minecraft:redstone>, Красная пыль
<minecraft:redstone_block>, Блок красного камня
<minecraft:redstone_lamp>, Лампа
<minecraft:redstone_ore>, Красная руда
<minecraft:redstone_torch>, Красный факел
<minecraft:reeds>, Сахарный тростник
<minecraft:repeater>, Повторитель
<minecraft:rotten_flesh>, Гнилая плоть
<minecraft:saddle>, Седло
<minecraft:sand>, Песок
<minecraft:sandstone>, Песчаник
<minecraft:sandstone_stairs>, Ступеньки из песчаника
<minecraft:sapling>, Саженец дуба
<minecraft:shears>, Ножницы
<minecraft:sign>, Табличка
<minecraft:skull>, Череп
<minecraft:slime_ball>, Сгусток слизи
<minecraft:snow>, Снег
<minecraft:snow_layer>, Снег
<minecraft:snowball>, Снежок
<minecraft:soul_sand>, Песок душ
<minecraft:spawn_egg>, Призвать существо -
<minecraft:speckled_melon>, Сверкающий арбуз
<minecraft:spider_eye>, Паучий глаз
<minecraft:sponge>, Губка
<minecraft:spruce_stairs>, Еловые ступеньки
<minecraft:stained_glass>, Белое стекло
<minecraft:stained_glass_pane>, Белая стеклянная панель
<minecraft:stained_hardened_clay>, Белая обожжённая глина
<minecraft:stick>, Палка
<minecraft:sticky_piston>, Липкий поршень
<minecraft:stone>, Камень
<minecraft:stone_axe>, Каменный топор
<minecraft:stone_brick_stairs>, Ступеньки из каменного кирпича
<minecraft:stone_button>, Кнопка
<minecraft:stone_hoe>, Каменная мотыга
<minecraft:stone_pickaxe>, Каменная кирка
<minecraft:stone_pressure_plate>, Нажимная плита
<minecraft:stone_shovel>, Каменная лопата
<minecraft:stone_slab>, Каменная плита
<minecraft:stone_stairs>, Ступеньки из булыжника
<minecraft:stone_sword>, Каменный меч
<minecraft:stonebrick>, Каменные кирпичи
<minecraft:string>, Нить
<minecraft:sugar>, Сахар
<minecraft:tallgrass>, Куст
<minecraft:tnt>, Динамит
<minecraft:tnt_minecart>, Вагонетка с динамитом
<minecraft:torch>, Факел
<minecraft:trapdoor>, Люк
<minecraft:trapped_chest>, Сундук-ловушка
<minecraft:tripwire_hook>, Крюк
<minecraft:vine>, Лоза
<minecraft:water>, Вода
<minecraft:water_bucket>, Ведро воды
<minecraft:waterlily>, Кувшинка
<minecraft:web>, Паутина
<minecraft:wheat>, Пшеница
<minecraft:wheat_seeds>, Семена пшеницы
<minecraft:wooden_axe>, Деревянный топор
<minecraft:wooden_button>, Кнопка
<minecraft:wooden_door>, Деревянная дверь
<minecraft:wooden_hoe>, Деревянная мотыга
<minecraft:wooden_pickaxe>, Деревянная кирка
<minecraft:wooden_pressure_plate>, Нажимная плита
<minecraft:wooden_shovel>, Деревянная лопата
<minecraft:wooden_slab>, Дубовая плита
<minecraft:wooden_sword>, Деревянный меч
<minecraft:wool>, Шерсть
<minecraft:writable_book>, Книга и перо
<minecraft:written_book>, Завершенная книга
<minecraft:yellow_flower>, Одуванчик
<openmodularturrets:accuraccyUpgradeItem>, Улучшение - Точность
<openmodularturrets:barrelTierFive>, Barrel (Tier 5)
<openmodularturrets:barrelTierFour>, Barrel (Tier 4)
<openmodularturrets:barrelTierOne>, Barrel (Tier 1)
<openmodularturrets:barrelTierThree>, Barrel (Tier 3)
<openmodularturrets:barrelTierTwo>, Barrel (Tier 2)
<openmodularturrets:baseTierFourBlock>, Резонирующая основа для турели
<openmodularturrets:baseTierOneBlock>, Свинцовая основа для турели
<openmodularturrets:baseTierThreeBlock>, Закалённая основа для турели
<openmodularturrets:baseTierTwoBlock>, Усиленная основа для турели
<openmodularturrets:baseTierWood>, Деревянная основа для турели
<openmodularturrets:blazingClayCraftable>, Ammo - Blazing Clay
<openmodularturrets:bulletCraftable>, Боеприпасы - Патрон
<openmodularturrets:bulletThrowable>, Метательная пуля
<openmodularturrets:chamberTierFive>, Chamber (Tier 5)
<openmodularturrets:chamberTierFour>, Chamber (Tier 4)
<openmodularturrets:chamberTierOne>, Chamber (Tier 1)
<openmodularturrets:chamberTierThree>, Chamber (Tier 3)
<openmodularturrets:chamberTierTwo>, Chamber (Tier 2)
<openmodularturrets:concealerAddon>, Addon - Turret Concealer
<openmodularturrets:damageAmpAddon>, Дополнение - Усиление урона
<openmodularturrets:disposeItemTurret>, Одноразовая турель
<openmodularturrets:efficiencyUpgradeItem>, Улучшение - Эффективность
<openmodularturrets:expanderInvTierFive>, Base Inventory Expander (Tier 5)
